Fecha,Concepto,Cargos
01/01/17,CARGO POR AJUSTE DE SALDO,"8,433.20"
06/01/17,ANTERIOR FATURA SERVICIOS,"54,791.44"
06/01/17,ANTERIOR FATURA SERVICIOS,"6,409.00"
07/01/17,ANTERIOR FATURA SERVICIOS,"1,624.00"
07/01/17,ANTERIOR FATURA SERVICIOS,"10,391.67"
07/01/17,ANTERIOR FATURA SERVICIOS,"6,235.00"
09/01/17,ANTERIOR FATURA SERVICIOS,535.55
09/01/17,ANTERIOR FATURA SERVICIOS,"2,157.54"
09/01/17,ANTERIOR FATURA SERVICIOS,"11,371.50"
09/01/17,ANTERIOR FATURA SERVICIOS,"3,236.40"
09/01/17,ANTERIOR FATURA SERVICIOS,"2,035.80"
09/01/17,ANTERIOR FATURA SERVICIOS,"4,640.00"
10/01/17,ANTERIOR FATURA SERVICIOS,"3,224.80"
10/01/17,ANTERIOR FATURA SERVICIOS,"2,658.72"
11/01/17,ANTERIOR FATURA SERVICIOS,"14,152.00"
11/01/17,ANTERIOR FATURA SERVICIOS,"17,052.00"
11/01/17,ANTERIOR FATURA SERVICIOS,"18,023.69"
11/01/17,ANTERIOR FATURA SERVICIOS,"14,152.00"
12/01/17,ANTERIOR FATURA SERVICIOS,"1,218.00"
13/01/17,ANTERIOR FATURA SERVICIOS,"5,695.60"
13/01/17,ANTERIOR FATURA SERVICIOS,"83,162.11"
13/01/17,ANTERIOR FATURA SERVICIOS,"8,952.88"
13/01/17,ANTERIOR FATURA SERVICIOS,"1,612.40"
13/01/17,ANTERIOR FATURA SERVICIOS,"8,952.88"
13/01/17,ANTERIOR FATURA SERVICIOS,"10,022.40"
13/01/17,ANTERIOR FATURA SERVICIOS,"1,612.40"
16/01/17,ANTERIOR FATURA SERVICIOS,"70,589.48"
16/01/17,ANTERIOR FATURA SERVICIOS,"12,217.70"
16/01/17,ANTERIOR FATURA SERVICIOS,"4,350.00"
17/01/17,ANTERIOR FATURA SERVICIOS,"4,060.00"
17/01/17,ANTERIOR FATURA SERVICIOS,"8,746.40"
17/01/17,ANTERIOR FATURA SERVICIOS,"1,276.00"
17/01/17,ANTERIOR FATURA SERVICIOS,"1,032.40"
17/01/17,ANTERIOR FATURA SERVICIOS,"1,566.00"
17/01/17,ANTERIOR FATURA SERVICIOS,"4,605.20"
17/01/17,ANTERIOR FATURA SERVICIOS,"14,732.00"
17/01/17,ANTERIOR FACTURA VENTAS,"93,016.60"
17/01/17,ANTERIOR FACTURA VENTAS,"17,846.60"
17/01/17,ANTERIOR FATURA SERVICIOS,"9,239.40"
17/01/17,ANTERIOR FATURA SERVICIOS,"4,314.04"
18/01/17,ANTERIOR FATURA SERVICIOS,"79,999.06"
18/01/17,ANTERIOR FATURA SERVICIOS,"183,078.51"
18/01/17,ANTERIOR FATURA SERVICIOS,"37,312.78"
20/01/17,ANTERIOR FATURA SERVICIOS,835.20
20/01/17,ANTERIOR FATURA SERVICIOS,"2,784.00"
23/01/17,ANTERIOR FATURA SERVICIOS,"16,124.00"
24/01/17,ANTERIOR FATURA SERVICIOS,"3,373.28"
25/01/17,ANTERIOR FATURA SERVICIOS,"4,486.88"
26/01/17,ANTERIOR FATURA SERVICIOS,"20,880.00"
26/01/17,ANTERIOR FATURA SERVICIOS,"3,456.80"
26/01/17,ANTERIOR FATURA SERVICIOS,"172,830.92"
28/01/17,ANTERIOR FATURA SERVICIOS,"8,746.40"
28/01/17,ANTERIOR FATURA SERVICIOS,"23,130.98"
30/01/17,ANTERIOR FATURA SERVICIOS,"2,074.47"
30/01/17,ANTERIOR FATURA SERVICIOS,"3,967.20"
31/01/17,ANTERIOR FATURA SERVICIOS,"16,298.00"
31/01/17,ANTERIOR FATURA SERVICIOS,"19,079.10"
31/01/17,ANTERIOR FATURA SERVICIOS,"74,739.38"
03/02/17,ANTERIOR FATURA SERVICIOS,"1,740.00"
03/02/17,ANTERIOR FATURA SERVICIOS,"1,392.00"
03/02/17,ANTERIOR FATURA SERVICIOS,"26,169.60"
03/02/17,ANTERIOR FATURA SERVICIOS,"83,162.11"
07/02/17,ANTERIOR FATURA SERVICIOS,"14,152.00"
07/02/17,ANTERIOR FACTURA VENTAS,"87,994.70"
07/02/17,ANTERIOR FATURA SERVICIOS,"17,052.00"
08/02/17,ANTERIOR FATURA SERVICIOS,"2,668.00"
08/02/17,ANTERIOR FATURA SERVICIOS,"6,148.00"
09/02/17,ANTERIOR FATURA SERVICIOS,"12,470.00"
09/02/17,ANTERIOR FATURA SERVICIOS,"43,500.00"
09/02/17,ANTERIOR FATURA SERVICIOS,"1,726.03"
09/02/17,ANTERIOR FATURA SERVICIOS,"9,633.06"
