Fecha,Concepto,Cargos
01/01/17,CARGO POR AJUSTE DE SALDO,8433.2
06/01/17,ANTERIOR FATURA SERVICIOS,54791.44
06/01/17,ANTERIOR FATURA SERVICIOS,6409
07/01/17,ANTERIOR FATURA SERVICIOS,1624
07/01/17,ANTERIOR FATURA SERVICIOS,10391.67
07/01/17,ANTERIOR FATURA SERVICIOS,6235
09/01/17,ANTERIOR FATURA SERVICIOS,535.55
09/01/17,ANTERIOR FATURA SERVICIOS,2157.54
09/01/17,ANTERIOR FATURA SERVICIOS,11371.5
09/01/17,ANTERIOR FATURA SERVICIOS,3236.4
09/01/17,ANTERIOR FATURA SERVICIOS,2035.8
09/01/17,ANTERIOR FATURA SERVICIOS,4640
10/01/17,ANTERIOR FATURA SERVICIOS,3224.8
10/01/17,ANTERIOR FATURA SERVICIOS,2658.72
11/01/17,ANTERIOR FATURA SERVICIOS,14152
11/01/17,ANTERIOR FATURA SERVICIOS,17052
11/01/17,ANTERIOR FATURA SERVICIOS,18023.69
11/01/17,ANTERIOR FATURA SERVICIOS,14152
12/01/17,ANTERIOR FATURA SERVICIOS,1218
13/01/17,ANTERIOR FATURA SERVICIOS,5695.6
13/01/17,ANTERIOR FATURA SERVICIOS,83162.11
13/01/17,ANTERIOR FATURA SERVICIOS,8952.88
13/01/17,ANTERIOR FATURA SERVICIOS,1612.4
13/01/17,ANTERIOR FATURA SERVICIOS,8952.88
13/01/17,ANTERIOR FATURA SERVICIOS,10022.4
13/01/17,ANTERIOR FATURA SERVICIOS,1612.4
16/01/17,ANTERIOR FATURA SERVICIOS,70589.48
16/01/17,ANTERIOR FATURA SERVICIOS,12217.7
16/01/17,ANTERIOR FATURA SERVICIOS,4350
17/01/17,ANTERIOR FATURA SERVICIOS,4060
17/01/17,ANTERIOR FATURA SERVICIOS,8746.4
17/01/17,ANTERIOR FATURA SERVICIOS,1276
17/01/17,ANTERIOR FATURA SERVICIOS,1032.4
17/01/17,ANTERIOR FATURA SERVICIOS,1566
17/01/17,ANTERIOR FATURA SERVICIOS,4605.2
17/01/17,ANTERIOR FATURA SERVICIOS,14732
17/01/17,ANTERIOR FACTURA VENTAS,93016.6
17/01/17,ANTERIOR FACTURA VENTAS,17846.6
17/01/17,ANTERIOR FATURA SERVICIOS,9239.4
17/01/17,ANTERIOR FATURA SERVICIOS,4314.04
18/01/17,ANTERIOR FATURA SERVICIOS,79999.06
18/01/17,ANTERIOR FATURA SERVICIOS,183078.51
18/01/17,ANTERIOR FATURA SERVICIOS,37312.78
20/01/17,ANTERIOR FATURA SERVICIOS,835.2
20/01/17,ANTERIOR FATURA SERVICIOS,2784
23/01/17,ANTERIOR FATURA SERVICIOS,16124
24/01/17,ANTERIOR FATURA SERVICIOS,3373.28
25/01/17,ANTERIOR FATURA SERVICIOS,4486.88
26/01/17,ANTERIOR FATURA SERVICIOS,20880
26/01/17,ANTERIOR FATURA SERVICIOS,3456.8
26/01/17,ANTERIOR FATURA SERVICIOS,172830.92
28/01/17,ANTERIOR FATURA SERVICIOS,8746.4
28/01/17,ANTERIOR FATURA SERVICIOS,23130.98
30/01/17,ANTERIOR FATURA SERVICIOS,2074.47
30/01/17,ANTERIOR FATURA SERVICIOS,3967.2
31/01/17,ANTERIOR FATURA SERVICIOS,16298
31/01/17,ANTERIOR FATURA SERVICIOS,19079.1
31/01/17,ANTERIOR FATURA SERVICIOS,74739.38
03/02/17,ANTERIOR FATURA SERVICIOS,1740
03/02/17,ANTERIOR FATURA SERVICIOS,1392
03/02/17,ANTERIOR FATURA SERVICIOS,26169.6
03/02/17,ANTERIOR FATURA SERVICIOS,83162.11
07/02/17,ANTERIOR FATURA SERVICIOS,14152
07/02/17,ANTERIOR FACTURA VENTAS,87994.7
07/02/17,ANTERIOR FATURA SERVICIOS,17052
08/02/17,ANTERIOR FATURA SERVICIOS,2668
08/02/17,ANTERIOR FATURA SERVICIOS,6148
09/02/17,ANTERIOR FATURA SERVICIOS,12470
09/02/17,ANTERIOR FATURA SERVICIOS,43500
09/02/17,ANTERIOR FATURA SERVICIOS,1726.03
09/02/17,ANTERIOR FATURA SERVICIOS,9633.06
09/02/17,ANTERIOR FATURA SERVICIOS,3236.4
09/02/17,ANTERIOR FATURA SERVICIOS,3132
10/02/17,ANTERIOR FATURA SERVICIOS,1249.04
10/02/17,ANTERIOR FATURA SERVICIOS,2900
10/02/17,ANTERIOR FATURA SERVICIOS,11371.5
10/02/17,ANTERIOR FATURA SERVICIOS,7939.04
13/02/17,ANTERIOR FATURA SERVICIOS,3552.38
13/02/17,ANTERIOR FATURA SERVICIOS,1658.8
13/02/17,ANTERIOR FATURA SERVICIOS,6304.34
13/02/17,ANTERIOR FATURA SERVICIOS,3967.2
13/02/17,ANTERIOR FATURA SERVICIOS,614.8
13/02/17,ANTERIOR FATURA SERVICIOS,4605.2
13/02/17,ANTERIOR FATURA SERVICIOS,289826.98
13/02/17,ANTERIOR FATURA SERVICIOS,5533.2
13/02/17,ANTERIOR FATURA SERVICIOS,3224.8
13/02/17,ANTERIOR FATURA SERVICIOS,2552
14/02/17,ANTERIOR FATURA SERVICIOS,1392
14/02/17,ANTERIOR FATURA SERVICIOS,195
14/02/17,ANTERIOR FATURA SERVICIOS,16936
15/02/17,ANTERIOR FATURA SERVICIOS,2146
15/02/17,ANTERIOR FATURA SERVICIOS,1174.18
15/02/17,ANTERIOR FATURA SERVICIOS,5543.64
15/02/17,ANTERIOR FATURA SERVICIOS,389.5
15/02/17,ANTERIOR FACTURA VENTAS,16762
15/02/17,ANTERIOR FATURA SERVICIOS,1914
15/02/17,ANTERIOR FATURA SERVICIOS,1465.5
15/02/17,ANTERIOR FATURA SERVICIOS,1791.04
16/02/17,ANTERIOR FACTURA VENTAS,593.92
16/02/17,ANTERIOR FATURA SERVICIOS,1524.76
16/02/17,ANTERIOR FATURA SERVICIOS,3934.98
16/02/17,ANTERIOR FATURA SERVICIOS,7308
17/02/17,ANTERIOR FATURA SERVICIOS,12679.26
20/02/17,ANTERIOR FATURA SERVICIOS,3806.66
20/02/17,ANTERIOR FATURA SERVICIOS,2041.6
20/02/17,ANTERIOR FATURA SERVICIOS,10440
20/02/17,ANTERIOR FATURA SERVICIOS,3373.28
20/02/17,ANTERIOR FATURA SERVICIOS,1614.72
20/02/17,ANTERIOR FATURA SERVICIOS,13827.2
20/02/17,ANTERIOR FATURA SERVICIOS,2380.32
21/02/17,ANTERIOR FATURA SERVICIOS,1821.2
21/02/17,ANTERIOR FACTURA VENTAS,7726.76
22/02/17,ANTERIOR FATURA SERVICIOS,10277.6
22/02/17,ANTERIOR FATURA SERVICIOS,14942.4
22/02/17,ANTERIOR FATURA SERVICIOS,98826
23/02/17,ANTERIOR FATURA SERVICIOS,39664
23/02/17,ANTERIOR FATURA SERVICIOS,13804
23/02/17,ANTERIOR FATURA SERVICIOS,2021.18
23/02/17,ANTERIOR FATURA SERVICIOS,1245.07
23/02/17,ANTERIOR FATURA SERVICIOS,2668
24/02/17,ANTERIOR FATURA SERVICIOS,8746.4
24/02/17,ANTERIOR FATURA SERVICIOS,4466
24/02/17,ANTERIOR FATURA SERVICIOS,3644.72
27/02/17,ANTERIOR FATURA SERVICIOS,3020.64
27/02/17,ANTERIOR FATURA SERVICIOS,2106.56
27/02/17,ANTERIOR FATURA SERVICIOS,2772.4
27/02/17,ANTERIOR FATURA SERVICIOS,13645.8
28/02/17,ANTERIOR FACTURA VENTAS,23292.8
01/03/17,ANTERIOR FATURA SERVICIOS,5275.68
01/03/17,ANTERIOR FATURA SERVICIOS,5983.11
01/03/17,ANTERIOR FACTURA VENTAS,55314.69
01/03/17,ANTERIOR FATURA SERVICIOS,3967.2
01/03/17,ANTERIOR FATURA SERVICIOS,5827.84
01/03/17,ANTERIOR FATURA SERVICIOS,6471.06
01/03/17,ANTERIOR FATURA SERVICIOS,3326.88
02/03/17,ANTERIOR FATURA SERVICIOS,23130.98
02/03/17,ANTERIOR FATURA SERVICIOS,2320
02/03/17,ANTERIOR FATURA SERVICIOS,73474.4
02/03/17,ANTERIOR FATURA SERVICIOS,8746.4
